ident;iata_code;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality
TISX;STX;Henry E Rohlsen Airport;17.701900482177734;-64.79859924316406;74;NA;VI;VI-U-A;Christiansted
TJAB;ARE;Antonio Nery Juarbe Pol Airport;18.45085;-66.675768;23;NA;PR;PR-U-A;Arecibo
TJBQ;BQN;Rafael Hernández International Airport;18.4949;-67.129402;237;NA;PR;PR-U-A;Aguadilla
TJC;TJC;Ticantiki Airport;9.4185;-78.4896;17;NA;PA;PA-KY;Ticantiqui
TJCP;CPX;Benjamin Rivera Noriega Airport;18.312954;-65.303893;49;NA;PR;PR-U-A;Culebra
TJIG;SIG;Fernando Luis Ribas Dominicci Airport;18.45680046081543;-66.09809875488281;10;NA;PR;PR-U-A;San Juan
TJMZ;MAZ;Eugenio Maria De Hostos Airport;18.255699157714844;-67.14849853515625;28;NA;PR;PR-U-A;Mayaguez
TJPS;PSE;Mercedita Airport;18.00830078125;-66.56300354003906;29;NA;PR;PR-U-A;Ponce
TJRV;NRR;José Aponte de la Torre Airport;18.2453;-65.643402;38;NA;PR;PR-U-A;Ceiba
TJSJ;SJU;Luis Munoz Marin International Airport;18.4393997192;-66.0018005371;9;NA;PR;PR-U-A;San Juan
TJVQ;VQS;Antonio Rivera Rodriguez Airport;18.1348;-65.493599;49;NA;PR;PR-U-A;Vieques
TKE;TKE;Tenakee Seaplane Base;57.77970123291;-135.21800231934;0;NA;US;US-AK;Tenakee Springs
TKL;TKL;Taku Lodge Seaplane Base;58.4897003174;-133.942993164;0;NA;US;US-AK;Taku Lodge
TKPK;SKB;Robert L. Bradshaw International Airport;17.311199188232422;-62.71870040893555;170;NA;KN;KN-U-A;Basseterre
TKPN;NEV;Vance W. Amory International Airport;17.205699920654297;-62.589900970458984;14;NA;KN;KN-U-A;Charlestown
TLP;TLP;Tumolbil Airport;-4.7748;141.0133;3590;OC;PG;PG-SAN;Tumolbil
TLPC;SLU;George F. L. Charles Airport;14.0202;-60.992901;22;NA;LC;LC-02;Castries
TLPL;UVF;Hewanorra International Airport;13.7332;-60.952599;14;NA;LC;LC-11;Vieux Fort
TLT;TLT;Tuluksak Airport;61.096801757799994;-160.968994141;30;NA;US;US-AK;Tuluksak
TM-UT51;KEA;Kerki Airport;37.808998;65.212502;770;AS;TM;TM-L;Kerki
TNCA;AUA;Queen Beatrix International Airport;12.5014;-70.015198;60;NA;AW;AW-U-A;Oranjestad
TNCB;BON;Flamingo International Airport;12.131;-68.268501;20;NA;BQ;BQ-U-A;Kralendijk, Bonaire
TNCC;CUR;Hato International Airport;12.1889;-68.959801;29;NA;CW;CW-U-A;Willemstad
TNCE;EUX;F. D. Roosevelt Airport;17.49650001525879;-62.979400634765625;129;NA;BQ;BQ-U-A;Sint Eustatius
TNCM;SXM;Princess Juliana International Airport;18.041;-63.108898;13;NA;SX;SX-U-A;Saint Martin
TNCS;SAB;Juancho E. Yrausquin Airport;17.645000457763672;-63.220001220703125;60;NA;BQ;BQ-U-A;Saba
TNW;TNW;Jumandy Airport;-1.059722;-77.583333;1234;SA;EC;EC-N;Tena
TOK;TOK;Torokina Airport;-6.2015;155.063;130;OC;PG;PG-NSB;Torokina
TOV;TOV;Tortola West End Seaplane Base;18.45;-64.583333;;NA;VG;VG-U-A;Tortola
TPO;PTA;Port Alsworth Airport;60.201681;-154.325863;280;NA;US;US-AK;Port Alsworth
TPT;TPT;Tapeta Airport;6.4948;-8.873;870;AF;LR;LR-NI;Tapeta
TQPF;AXA;Clayton J Lloyd International Airport;18.204773;-63.05383;127;NA;AI;AI-U-A;The Valley
TR-0017;BGG;Bingöl Çeltiksuyu Airport;38.8592605591;40.5959625244;3506;AS;TR;TR-12;Bingöl
TR-0042;RZV;Rize–Artvin Airport;41.179625;40.850796;5;AS;TR;TR-53;Rize
TRPG;MNI;John A. Osborne Airport;16.791400909423828;-62.19329833984375;550;NA;MS;MS-U-A;Gerald's Park
TSG;TSG;Tanacross Airport;63.374401092499994;-143.335998535;1549;NA;US;US-AK;Tanacross
TSI;TSI;Tsile Tsile Airport;-6.8498;146.3554;500;OC;PG;PG-MPL;Tsile Tsile
TTCP;TAB;Tobago-Crown Point Airport;11.149700164794922;-60.83219909667969;38;NA;TT;TT-WTO;Scarborough
TTPP;POS;Piarco International Airport;10.5954;-61.3372;58;NA;TT;TT-TUP;Port of Spain
TTW;TTW;Tissa Tank Waterdrome;6.2876;81.2906;75;AS;LK;LK-3;Tissamaharama
TUE;TUE;Tupile Airport;9.4468;-78.5757;5;NA;PA;PA-KY;Isla Tupile
TUJ;TUJ;Tum Airport;6.26;35.5184;4700;AF;ET;ET-SN;Tum
TUPA;NGD;Captain Auguste George Airport;18.727734;-64.32852;9;NA;VG;VG-U-A;Anegada
TUPJ;EIS;Terrance B. Lettsome International Airport;18.445492;-64.541707;15;NA;VG;VG-U-A;Road Town
TUPW;VIJ;Virgin Gorda Airport;18.446399688720703;-64.42749786376953;9;NA;VG;VG-U-A;Spanish Town
TVSA;SVD;Argyle International Airport;13.156695;-61.149945;136;NA;VC;VC-04;Kingstown
TVSB;BQU;J F Mitchell Airport;12.9884;-61.262001;15;NA;VC;VC-06;Bequia
TVSC;CIW;Canouan Airport;12.699;-61.3424;11;NA;VC;VC-06;Canouan
TVSM;MQS;Mustique Airport;12.8879;-61.180199;8;NA;VC;VC-06;Mustique Island
TVSU;UNI;Union Island International Airport;12.600135;-61.411945;16;NA;VC;VC-06;Union Island
TW-0002;DSX;Dongsha Island (Pratas Island) Airport;20.7066;116.721001;10;AS;TW;TW-KHH;Kaohsiung (Cijin - Pratas Island)
TW-CMJ;CMJ;Qimei Airport;23.213127;119.417539;63;AS;TW;TW-PEN;Qimei
TWC;TWC;Tumxuk Tangwangcheng Airport;39.886663;79.233408;3566;AS;CN;CN-65;Tumxuk
TWH;TWH;Two Harbors Amphibious Terminal;33.432222222200004;-118.508611111;;NA;US;US-CA;Two Harbors
TXKF;BDA;L.F. Wade International International Airport;32.36399841308594;-64.67870330810547;12;NA;BM;BM-U-A;Hamilton
TYE;TYE;Tyonek Airport;61.076556;-151.131363;110;NA;US;US-AK;Tyonek
TZ-GIT;GIT;Mchauru Airport;-2.813667;32.172472;3955;AF;TZ;TZ-18;Geita
TZ-LUY;LUY;Lushoto Airport;-4.783259868621826;38.30419921875;5360;AF;TZ;TZ-25;Lushoto
TZO;TZO;Tsimiroro Airport;-18.345064;45.015643;755;AF;MG;MG-U;Ankisatra
U41;DBS;Dubois Municipal Airport;44.162057;-112.220581;5123;NA;US;US-ID;Dubois
UA-0049;MXR;Myrhorod Air Base;49.932;33.641;400;EU;UA;UA-53;Myrhorod
UA-0050;KHU;Kakhnovka Airfield;49.136799;33.477893;266;EU;UA;UA-53;Kremenchuk
UAAA;ALA;Almaty International Airport;43.3521;77.040497;2234;AS;KZ;KZ-ALM;Almaty
UAAH;BXH;Balkhash Airport;46.8932991027832;75.00499725341797;1446;AS;KZ;KZ-KAR;Balkhash
UAAR;BXJ;Boralday Airport;43.352052;76.883039;2313;AS;KZ;KZ-ALM;Boralday
UAAT;TDK;Taldykorgan Airport;45.12255;78.442758;1925;AS;KZ;KZ-ALM;Taldykorgan
UACC;NQZ;Nursultan Nazarbayev International Airport;51.022202;71.466904;1165;AS;KZ;KZ-AKM;Nur-Sultan
UACK;KOV;Kokshetau Airport;53.329102;69.594597;900;AS;KZ;KZ-AKM;Kokshetau
UACP;PPK;Petropavl Airport;54.774702;69.183273;453;AS;KZ;KZ-SEV;Petropavl
UADD;DMB;Taraz Airport;42.853599548339844;71.30359649658203;2184;AS;KZ;KZ-ZHA;Taraz
UAE;UAE;Mount Aue Airport;-6.23416666667;144.664722222;4250;OC;PG;PG-JI;
UAFL;IKU;Issyk-Kul International Airport;42.585584;76.701181;5425;AS;KG;KG-Y;Tamchy
UAFM;FRU;Manas International Airport;43.0612983704;74.4776000977;2058;AS;KG;KG-C;Bishkek
UAFO;OSS;Osh Airport;40.6090011597;72.793296814;2927;AS;KG;KG-O;Osh
UAII;CIT;Shymkent Airport;42.364200592041016;69.47889709472656;1385;AS;KZ;KZ-YUZ;Shymkent
UAIT;HSA;Hazrat Sultan International Airport;43.313126;68.549881;1;AS;KZ;KZ-YUZ;
UAKD;DZN;Zhezkazgan Airport;47.708302;67.733299;1250;AS;KZ;KZ-KAR;Zhezkazgan
UAKK;KGF;Sary-Arka Airport;49.670799;73.334396;1765;AS;KZ;KZ-KAR;Karaganda
UAOO;KZO;Kyzylorda Airport;44.706902;65.592499;433;AS;KZ;KZ-KZY;Kyzylorda
UARR;URA;Uralsk Airport;51.15079879760742;51.54309844970703;125;AS;KZ;KZ-ZAP;Uralsk
UASB;EKB;Ekibastuz Airport;51.590999603271484;75.21499633789062;621;AS;KZ;KZ-PAV;Ekibastuz
UASK;UKK;Ust-Kamenogorsk Airport;50.036571;82.493477;939;AS;KZ;KZ-VOS;Ust-Kamenogorsk (Oskemen)
UASP;PWQ;Pavlodar Airport;52.19499969482422;77.07389831542969;410;AS;KZ;KZ-PAV;Pavlodar
UASS;PLX;Semipalatinsk Airport;50.351295;80.234398;761;AS;KZ;KZ-VOS;Semey
UASZ;SZI;Zaysan Airport;47.487491;84.887675;1877;AS;KZ;KZ-VOS;Zaysan
UATE;SCO;Aktau Airport;43.860093;51.09086;73;AS;KZ;KZ-MAN;Aktau
UATG;GUW;Atyrau International Airport;47.122559;51.819321;-72;EU;KZ;KZ-ATY;Atyrau
UATT;AKX;Aktobe Airport;50.2458;57.206699;738;AS;KZ;KZ-AKT;Aktobe
UAUR;AYK;Arkalyk North Airport;50.318599700927734;66.95279693603516;1266;AS;KZ;KZ-KUS;Arkalyk
UAUU;KSN;Kostanay West Airport;53.20690155029297;63.55030059814453;595;AS;KZ;KZ-KUS;Kostanay
UBBB;GYD;Heydar Aliyev International Airport;40.467498779296875;50.04669952392578;10;AS;AZ;AZ-BA;Baku
UBBG;KVD;Ganja International Airport;40.737701;46.3176;1083;AS;AZ;AZ-GA;Ganja
UBBL;LLK;Lankaran International Airport;38.757919;48.807042;30;AS;AZ;AZ-LA;Lankaran
UBBN;NAJ;Nakhchivan Airport;39.18880081176758;45.45840072631836;2863;AS;AZ;AZ-NX;Nakhchivan
UBBQ;GBB;Gabala International Airport;40.808617;47.725389;935;AS;AZ;AZ-QAB;Gabala
UBBY;ZTU;Zaqatala International Airport;41.557823;46.669464;1279;AS;AZ;AZ-ZAQ;Zaqatala
UBEE;YLV;Yevlakh Airport;40.631901;47.141899;49;AS;AZ;AZ-YE;Yevlakh
UBI;UBI;Buin Airport;-6.72916666667;155.683333333;230;OC;PG;PG-NSB;Buin
UDSG;LWN;Shirak International Airport;40.750401;43.859299;5000;AS;AM;AM-SH;Gyumri
UDYZ;EVN;Zvartnots International Airport;40.1473007202;44.3959007263;2838;AS;AM;AM-ER;Yerevan
UEBB;BQJ;Batagay Airport;67.648002624512;134.69500732422;696;AS;RU;RU-SA;Batagay
UEBS;SUK;Sakkyryr Airport;67.792;130.394;1686;EU;RU;RU-SA;Batagay-Alyta
UEBT;UKG;Ust-Kuyga Airport;70.011002;135.645004;327;EU;RU;RU-SA;Ust-Kuyga
UECT;TLK;Talakan Airport;59.876389;111.044444;1329;EU;RU;RU-SA;Talakan Oil Field
UEEA;ADH;Aldan Airport;58.60279846191406;125.40899658203125;2241;AS;RU;RU-SA;Aldan
UEEE;YKS;Yakutsk Airport;62.093299865722656;129.77099609375;325;AS;RU;RU-SA;Yakutsk
UELL;NER;Chulman Airport;56.913898468018;124.91400146484;2812;AS;RU;RU-SA;Neryungri
UEMA;MQJ;Moma Airport;66.450861;143.261551;656;EU;RU;RU-SA;Khonuu
UEMM;GYG;Magan Airport;62.103484;129.545288;577;EU;RU;RU-SA;Magan
UEMO;OLZ;Olyokminsk Airport;60.397499;120.471001;656;EU;RU;RU-SA;Olyokminsk
UEMT;USR;Ust-Nera Airport;64.550003051758;143.11500549316;1805;EU;RU;RU-SA;Ust-Nera
UEMU;UMS;Ust-Maya Airport;60.356998443604;134.43499755859;561;EU;RU;RU-SA;Ust-Maya
UENI;VHV;Verkhnevilyuisk Airport;63.458057403564;120.26916503906;411;AS;RU;RU-SA;Verkhnevilyuisk
UENN;NYR;Nyurba Airport;63.294998;118.336998;394;EU;RU;RU-SA;Nyurba
UENS;SUY;Suntar Airport;62.185001373291;117.63500213623;452;AS;RU;RU-SA;Suntar
UENW;VYI;Vilyuisk Airport;63.75666809082;121.69333648682;361;AS;RU;RU-SA;Vilyuisk
UERL;ULK;Lensk Airport;60.7206001282;114.825996399;801;AS;RU;RU-SA;Lensk
UERO;ONK;Olenyok Airport;68.514999;112.480003;847;EU;RU;RU-SA;Olenyok
UERP;PYJ;Polyarny Airport;66.4003982544;112.029998779;1660;AS;RU;RU-SA;Yakutia
UERR;MJZ;Mirny Airport;62.534698486328125;114.03900146484375;1156;AS;RU;RU-SA;Mirny
UERS;SYS;Saskylakh Airport;71.927902;114.080002;;EU;RU;RU-SA;Saskylakh
UESG;BGN;Belaya Gora Airport;68.556227;146.22784;118;EU;RU;RU-SA;Belaya Gora
UESK;SEK;Srednekolymsk Airport;67.4805;153.7364;60;EU;RU;RU-SA;Srednekolymsk
UESO;CKH;Chokurdakh Airport;70.62310028076172;147.90199279785156;151;AS;RU;RU-SA;Chokurdah
UESS;CYX;Cherskiy Airport;68.7406005859375;161.33799743652344;20;AS;RU;RU-SA;Cherskiy
UEST;IKS;Tiksi Airport;71.697700500488;128.90299987793;26;AS;RU;RU-SA;Tiksi
UESU;ZKP;Zyryanka Airport;65.7485;150.8889;140;AS;RU;RU-SA;Zyryanka
UG-0002;KHX;Savannah Airstrip;-0.7165;29.6997;3600;AF;UG;UG-W;Kihihi
UG-OYG;OYG;Moyo Airport;3.6444001197815;31.762762069702;3250;AF;UG;UG-N;Moyo
UGB;UGB;Ugashik Bay Airport;57.424052;-157.74479;132;NA;US;US-AK;Pilot Point
UGKO;KUT;David the Builder Kutaisi International Airport;42.176768;42.482393;223;AS;GE;GE-IM;Kopitnari
UGSB;BUS;Batumi International Airport;41.6102981567;41.5997009277;105;AS;GE;GE-AJ;Batumi
UGSS;SUI;Sukhumi Babushara /  Vladislav Ardzinba International Airport;42.8582;41.128101;53;AS;GE;GE-AB;Sukhumi
UGTB;TBS;Tbilisi International Airport;41.6692008972;44.95470047;1624;AS;GE;GE-TB;Tbilisi
UHBB;BQS;Ignatyevo Airport;50.42539978027344;127.41200256347656;638;AS;RU;RU-AMU;Blagoveschensk
UHBI;GDG;Magdagachi Airport;53.472467;125.798094;1211;EU;RU;RU-AMU;Magdagachi
UHBW;TYD;Tynda Airport;55.284199;124.778999;2001;EU;RU;RU-AMU;Tynda
UHHH;KHV;Khabarovsk Novy Airport;48.528338;135.188588;244;EU;RU;RU-KHA;Khabarovsk
UHKK;KXK;Komsomolsk-on-Amur Airport;50.409000396728516;136.9340057373047;92;AS;RU;RU-KHA;Komsomolsk-on-Amur
UHKM;GVN;Sovetskaya Gavan (Maygatka) Airport;48.925067;140.035348;768;EU;RU;RU-KHA;Sovetskaya Gavan
UHMA;DYR;Ugolny Yuri Ryktheu Airport;64.734902;177.740997;194;EU;RU;RU-CHU;Anadyr
UHMD;PVS;Provideniya Bay Airport;64.37809753417969;-173.2429962158203;72;EU;RU;RU-CHU;Chukotka
UHMK;KPW;Keperveem Airport;67.845001;166.139999;623;EU;RU;RU-CHU;Keperveem
UHMM;GDX;Sokol Airport;59.9109992980957;150.72000122070312;574;AS;RU;RU-MAG;Magadan
UHMO;KVM;Markovo Airport;64.665088;170.429782;;EU;RU;RU-CHU;Markovo
UHMP;PWE;Pevek Airport;69.783302;170.597;11;EU;RU;RU-CHU;Apapelgino
UHMW;SWV;Severo-Evensk Airport;61.921786;159.229059;;EU;RU;RU-MAG;Evensk
UHNB;BQG;Bogorodskoye Airport;52.381041;140.449378;;EU;RU;RU-KHA;Bogorodskoye
UHNN;NLI;Nikolayevsk-na-Amure Airport;53.154999;140.649994;170;EU;RU;RU-KHA;Nikolayevsk-na-Amure Airport
UHOO;OHO;Okhotsk Airport;59.410064697265625;143.05650329589844;;AS;RU;RU-KHA;Okhotsk
UHPP;PKC;Yelizovo Airport;53.16790008544922;158.45399475097656;131;AS;RU;RU-KAM;Petropavlovsk-Kamchatsky
UHSB;BVV;Burevestnik Airport;44.919998;147.621994;79;EU;RU;RU-SAK;Kurilsk
UHSH;OHH;Okha Airport;53.517656;142.879772;115;EU;RU;RU-SAK;Okha
UHSI;ITU;Iturup Airport;45.256389;147.95549;387;EU;RU;RU-SAK;Kurilsk
UHSK;EKS;Shakhtyorsk Airport;49.1903;142.082993;50;EU;RU;RU-SAK;Shakhtyorsk
UHSM;DEE;Yuzhno-Kurilsk Mendeleyevo Airport;43.961066;145.684977;584;EU;RU;RU-SAK;Yuzhno-Kurilsk
UHSO;ZZO;Zonalnoye Airport;50.6692008972;142.761001587;479;AS;RU;RU-SAK;Tymovskoye
UHSS;UUS;Yuzhno-Sakhalinsk Airport;46.885461;142.717466;59;EU;RU;RU-SAK;Yuzhno-Sakhalinsk
UHTG;AEM;Amgu Airport;45.84126;137.673568;10;EU;RU;RU-PRI;Amgu
UHTQ;ETL;Svetlaya Airport;46.541704;138.321703;131;EU;RU;RU-PRI;Svetlaya
UHWE;EDN;Yedinka Airport;47.178201;138.657357;98;EU;RU;RU-PRI;Yedinka
UHWK;KVR;Kavalerovo Airport;44.2726;135.029;730;EU;RU;RU-PRI;Kavalerovo
UHWP;TLY;Plastun Airport;44.814998626709;136.29200744629;66;AS;RU;RU-PRI;Plastun
UHWT;NEI;Terney Airport;45.0825;136.5912;33;EU;RU;RU-PRI;Terney
UHWW;VVO;Vladivostok International Airport;43.396256;132.148155;59;EU;RU;RU-PRI;Artyom
UIAA;HTA;Chita-Kadala International Airport;52.026299;113.306;2272;EU;RU;RU-CHI;Chita
UIBB;BTK;Bratsk Airport;56.370601654052734;101.697998046875;1610;AS;RU;RU-IRK;Bratsk
UIBS;UIK;Ust-Ilimsk Airport;58.13610076904297;102.56500244140625;1339;AS;RU;RU-IRK;Ust-Ilimsk
UIII;IKT;Irkutsk International Airport;52.268002;104.389;1675;EU;RU;RU-IRK;Irkutsk
UIKB;ODO;Bodaybo Airport;57.866100311299995;114.242996216;919;AS;RU;RU-IRK;Bodaybo
UIKE;ERG;Yerbogachen Airport;61.2750015259;108.029998779;400;AS;RU;RU-IRK;Erbogachen
UIKK;KCK;Kirensk Airport;57.773;108.064;840;AS;RU;RU-IRK;Kirensk
UIKP;RZH;Preobrazheniye Airport;42.921698;133.904438;34;EU;RU;RU-PRI;Preobrazheniye
UITT;UKX;Ust-Kut Airport;56.8567008972168;105.7300033569336;2188;AS;RU;RU-IRK;Ust-Kut
UIUU;UUD;Baikal International Airport;51.808614;107.439652;1690;EU;RU;RU-BU;Ulan Ude
UJAP;UJE;Ujae Atoll Airport;8.92805957794;165.761993408;29;OC;MH;MH-UJA;Ujae Atoll
UJN;UJN;Uljin Airport;36.777049;129.461861;191;AS;KR;KR-47;Bongsan-ri, Uljin
UKBB;KBP;Boryspil International Airport;50.345001;30.894699;427;EU;UA;UA-32;Kiev
UKCK;KRQ;Kramatorsk Airport;48.706799;37.630922;646;EU;UA;UA-14;Kramatorsk
UKCM;MPW;Mariupol International Airport;47.07609939575195;37.44960021972656;251;EU;UA;UA-14;Mariupol
UKCS;SEV;Sievierodonetsk Airport;48.900926;38.54279;236;EU;UA;UA-09;Sievierodonetsk
UKCW;VSG;Luhansk International Airport;48.4174003601;39.3740997314;636;EU;UA;UA-09;Luhansk
UKDD;DNK;Dnipropetrovsk International Airport;48.357200622558594;35.10060119628906;481;EU;UA;UA-12;Dnipropetrovsk
UKDE;OZH;Zaporizhzhia International Airport;47.867000579833984;35.31570053100586;373;EU;UA;UA-23;Zaporizhia
UKDR;KWG;Kryvyi Rih International Airport;48.04330062866211;33.209999084472656;408;EU;UA;UA-12;Kryvyi Rih
UKFB;UKS;Sevastopol International Airport / Belbek Air Base;44.691822;33.57462;344;EU;UA;UA-43;Sevastopol
UKFF;SIP;Simferopol International Airport;45.0522;33.975101;639;EU;UA;UA-43;Simferopol
UKFK;KHC;Kerch Airport;45.372501373291016;36.40140151977539;171;EU;UA;UA-43;Kerch
UKH;UKH;Mukhaizna Airport;19.386389;56.401389;473;AS;OM;OM-WU;Mukhaizna Oil Field
UKHH;HRK;Kharkiv International Airport;49.924801;36.290001;508;EU;UA;UA-63;Kharkiv
UKHP;PLV;Suprunovka Airport;49.568599700927734;34.39720153808594;505;EU;UA;UA-53;Poltava
UKHS;UMY;Sumy Airport;50.858299255371094;34.76250076293945;594;EU;UA;UA-59;Sumy
UKKE;CKC;Cherkasy International Airport;49.41559982299805;31.99530029296875;375;EU;UA;UA-71;Cherkasy
UKKG;KGO;Kirovograd Airport;48.54280090332031;32.28499984741211;568;EU;UA;UA-35;Kirovograd
UKKK;IEV;Kiev Zhuliany International Airport;50.40194;30.45194;587;EU;UA;UA-32;Kiev
UKKM;GML;Hostomel Airport;50.6035;30.1919;517;EU;UA;UA-32;Kiev
UKKV;ZTR;Zhytomyr Airport;50.270556;28.738611;;EU;UA;UA-18;
UKLC;UCK;Lutsk Airport;50.678404;25.487165;774;EU;UA;UA-07;Lutsk
UKLH;HMJ;Khmelnytskyi Airport;49.359699;26.933399;1150;EU;UA;UA-68;Khmelnytskyi
UKLI;IFO;Ivano-Frankivsk International Airport;48.88420104980469;24.686100006103516;919;EU;UA;UA-26;Ivano-Frankivsk
UKLL;LWO;Lviv International Airport;49.8125;23.9561;1071;EU;UA;UA-46;Lviv
UKLN;CWC;Chernivtsi International Airport;48.259300231933594;25.98080062866211;826;EU;UA;UA-77;Chernivtsi
UKLR;RWN;Rivne International Airport;50.60710144042969;26.141599655151367;755;EU;UA;UA-19;Rivne
UKLU;UDJ;Uzhhorod International Airport;48.634300231933594;22.263399124145508;383;EU;UA;UA-21;Uzhhorod
UKOH;KHE;Kherson International Airport;46.6758;32.506401;148;EU;UA;UA-65;Kherson
UKON;NLV;Mykolaiv International Airport;47.057899;31.9198;184;EU;UA;UA-48;Nikolayev
UKOO;ODS;Odessa International Airport;46.4268;30.6765;172;EU;UA;UA-51;Odessa
UKWW;VIN;Vinnytsia/Gavyryshivka International Airport;49.242531;28.613778;961;EU;UA;UA-05;Vinnitsa
ULAA;ARH;Talagi Airport;64.60030364990234;40.71670150756836;62;EU;RU;RU-ARK;Archangelsk
ULAL;LDG;Leshukonskoye Airport;64.8960037231;45.7229995728;220;EU;RU;RU-ARK;Leshukonskoye
ULAM;NNM;Naryan Mar Airport;67.63999938964844;53.12189865112305;36;EU;RU;RU-NEN;Naryan Mar
ULAS;CSH;Solovki Airport;65.0299987793;35.7333335876;60;EU;RU;RU-ARK;Solovetsky Islands
ULBC;CEE;Cherepovets Airport;59.273601532;38.015800476100004;377;EU;RU;RU-VLG;Cherepovets
ULDD;AMV;Amderma Airport;69.76329803466797;61.556400299072266;13;AS;RU;RU-NEN;Amderma
ULDW;VRI;Varandey Airport;68.848503;58.201401;39;EU;RU;RU-NEN;Varandey
ULH;ULH;Majeed Bin Abdulaziz Airport;26.48;38.128889;2050;AS;SA;SA-03;Al Ula
ULKK;KSZ;Kotlas Airport;61.235801696777344;46.6974983215332;184;EU;RU;RU-ARK;Kotlas
ULLI;LED;Pulkovo Airport;59.80030059814453;30.262500762939453;78;EU;RU;RU-SPE;St. Petersburg
ULMK;KVK;Kirovsk-Apatity Airport;67.46330261230469;33.58829879760742;515;EU;RU;RU-MUR;Apatity
ULMM;MMK;Murmansk Airport;68.78170013427734;32.75080108642578;266;EU;RU;RU-MUR;Murmansk
ULOL;VLU;Velikiye Luki Airport;56.381099700927734;30.60810089111328;328;EU;RU;RU-PSK;Velikiye Luki
ULOO;PKV;Pskov Airport;57.78390121459961;28.395599365234375;154;EU;RU;RU-PSK;Pskov
ULPB;PES;Petrozavodsk Airport;61.88520050048828;34.154701232910156;151;EU;RU;RU-KR;Petrozavodsk
ULWW;VGD;Vologda Airport;59.282501220703125;39.944400787353516;387;EU;RU;RU-VLG;Vologda
UMBB;BQT;Brest Airport;52.108299;23.8981;468;EU;BY;BY-BR;Brest
UMGG;GME;Gomel Airport;52.527000427246094;31.016700744628906;472;EU;BY;BY-HO;Gomel
UMII;VTB;Vitebsk Vostochny Airport;55.126499176025;30.349599838257;682;EU;BY;BY-VI;Vitebsk
UMKK;KGD;Khrabrovo Airport;54.88999938964844;20.592599868774414;42;EU;RU;RU-KGD;Kaliningrad
UMMG;GNA;Hrodna Airport;53.60200119018555;24.053800582885742;443;EU;BY;BY-HR;Hrodna
UMMS;MSQ;Minsk National Airport;53.888071;28.039964;670;EU;BY;BY-MI;Minsk
UMOO;MVQ;Mogilev Airport;53.954898834228516;30.09510040283203;637;EU;BY;BY-MA;Mogilev
UNAA;ABA;Abakan International Airport;53.740002;91.385002;831;EU;RU;RU-KK;Abakan
UNBB;BAX;Barnaul Airport;53.363800048828125;83.53849792480469;837;AS;RU;RU-ALT;Barnaul
UNBG;RGK;Gorno-Altaysk Airport;51.969204;85.836539;965;EU;RU;RU-AL;Gorno-Altaysk
UNEE;KEJ;Kemerovo Airport;55.27009963989258;86.1072006225586;863;AS;RU;RU-KEM;Kemerovo
UNII;EIE;Yeniseysk Airport;58.47420120239258;92.11250305175781;253;AS;RU;RU-KYA;Yeniseysk
UNIP;TGP;Podkamennaya Tunguska Airport;61.589699;89.994003;213;EU;RU;RU-KYA;Bor
UNKL;KJA;Krasnoyarsk International Airport;56.173077;92.492437;942;EU;RU;RU-KYA;Krasnoyarsk
UNKS;ACS;Achinsk Airport;56.269185;90.57511;1033;EU;RU;RU-KYA;Achinsk
UNKY;KYZ;Kyzyl Airport;51.66939926147461;94.40059661865234;2123;AS;RU;RU-TY;Kyzyl
UNNT;OVB;Novosibirsk Tolmachevo Airport;55.019756;82.618675;365;EU;RU;RU-NVS;Novosibirsk
UNOO;OMS;Omsk Central Airport;54.96699905395508;73.31050109863281;311;AS;RU;RU-OMS;Omsk
UNSS;SWT;Strezhevoy Airport;60.709400177;77.66000366210001;164;AS;RU;RU-TOM;Strezhevoy
UNTT;TOF;Bogashevo Airport;56.380298614502;85.208297729492;597;AS;RU;RU-TOM;Tomsk
UNWW;NOZ;Spichenkovo Airport;53.811401;86.877197;1024;EU;RU;RU-KEM;Novokuznetsk
UODD;DKS;Dikson Airport;73.51780700683594;80.37966918945312;47;AS;RU;RU-KYA;Dikson
UOHH;HTG;Khatanga Airport;71.97810363769531;102.49099731445312;95;AS;RU;RU-KYA;Khatanga
UOII;IAA;Igarka Airport;67.43720245361328;86.62190246582031;82;AS;RU;RU-KYA;Igarka
UOOO;NSK;Norilsk-Alykel Airport;69.31109619140625;87.33219909667969;574;AS;RU;RU-KYA;Norilsk
UOTT;THX;Turukhansk Airport;65.797203064;87.9353027344;128;AS;RU;RU-KYA;Turukhansk
URKA;AAQ;Anapa Vityazevo Airport;45.002102;37.347301;174;EU;RU;RU-KDA;Krasnyi Kurgan
URKE;EIK;Yeysk Airport;46.68;38.21;60;EU;RU;RU-KDA;Yeysk
URKG;GDZ;Gelendzhik Airport;44.5820926295;38.0124807358;98;EU;RU;RU-KDA;Gelendzhik
URKK;KRR;Krasnodar Pashkovsky International Airport;45.034698486328;39.170501708984;118;EU;RU;RU-KDA;Krasnodar
URML;MCX;Makhachkala Uytash International Airport;42.816799;47.652302;12;EU;RU;RU-DA;Makhachkala
URMM;MRV;Mineralnyye Vody Airport;44.225101470947266;43.08190155029297;1054;EU;RU;RU-STA;Mineralnyye Vody
