ident;iata_code;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality
03N;UTK;Utirik Airport;11.222;169.852005;4;OC;MH;MH-UTI;Utirik Island
07FA;OCA;Ocean Reef Club Airport;25.325399398804;-80.274803161621;8;NA;US;US-FL;Key Largo
0AK;PQS;Pilot Station Airport;61.934601;-162.899994;305;NA;US;US-AK;Pilot Station
0CO2;CSE;Crested Butte Airpark;38.851918;-106.928341;8980;NA;US;US-CO;Crested Butte
0TE7;JCY;LBJ Ranch Airport;30.251800537100003;-98.62249755859999;1515;NA;US;US-TX;Johnson City
13Z;WLR;Loring Seaplane Base;55.6012992859;-131.636993408;0;NA;US;US-AK;Loring
16A;NUP;Nunapitchuk Airport;60.905591;-162.440454;12;NA;US;US-AK;Nunapitchuk
16K;PTC;Port Alice Seaplane Base;55.803;-133.597;0;NA;US;US-AK;Port Alice
19AK;ICY;Icy Bay Airport;59.966269;-141.660118;50;NA;US;US-AK;Icy Bay
19P;PPV;Port Protection Seaplane Base;56.328800201416;-133.61000061035;0;NA;US;US-AK;Port Protection
1KC;KKK;Kalakaket Creek AS Airport;64.4166256967;-156.820392609;1598;NA;US;US-AK;Kalakaket Creek
1O6;MHS;Dunsmuir Muni-Mott Airport;41.263199;-122.272003;3258;NA;US;US-CA;Dunsmuir
1XA2;NIR;Chase Field Industrial Airport;28.362444;-97.661917;190;NA;US;US-TX;Beeville
1Z1;GCT;Grand Canyon Bar Ten Airstrip;36.258614;-113.231159;4100;NA;US;US-AZ;Littlefield
1Z9;ELW;Ellamar Seaplane Base;60.893818;-146.704038;0;NA;US;US-AK;Ellamar
2AK;LVD;Lime Village Airport;61.3591003418;-155.440002441;552;NA;US;US-AK;Lime Village
2AK6;HGZ;Hog River Airport;66.2161026;-155.6690063;534;NA;US;US-AK;Hogatza
2IG4;OTN;Ed-Air Airport;38.851782;-87.49987;426;NA;US;US-IN;Oaktown
2K5;TLF;Telida Airport;63.393901824951;-153.26899719238;650;NA;US;US-AK;Telida
2TE0;BZT;Eagle Air Park;28.982200622559;-95.579696655273;15;NA;US;US-TX;Brazoria
2Z1;HBH;Entrance Island Seaplane Base;57.412201;-133.43848;0;NA;US;US-AK;Entrance Island
2Z6;FAK;False Island Seaplane Base;57.5321998596;-135.212997437;;NA;US;US-AK;False Island
38WA;BYW;Blakely Island Airport;48.578998565700005;-122.825996399;66;NA;US;US-WA;Blakely Island
3AK5;DRF;Drift River Airport;60.588901519800004;-152.162002563;30;NA;US;US-AK;Kenai
3IS8;BDF;Rinkenberger Restricted Landing Area;41.230899810800004;-89.61569976810001;808;NA;US;US-IL;Bradford
3VS;VRS;Roy Otten Memorial Airfield;38.427799224854;-92.875198364258;1030;NA;US;US-MO;Versailles
3Z8;GDH;Golden Horn Lodge Seaplane Base;59.7470016479;-158.875;91;NA;US;US-AK;Golden Horn Lodge
4A2;ATT;Atmautluak Airport;60.866699;-162.272996;17;NA;US;US-AK;Atmautluak
4AK;LIV;Livengood Camp Airport;65.467;-148.6534;425;NA;US;US-AK;Livengood
4K0;PDB;Pedro Bay Airport;59.7896003723;-154.12399292;45;NA;US;US-AK;Pedro Bay
4K5;KOZ;Ouzinkie Airport;57.925362;-152.496715;55;NA;US;US-AK;Ouzinkie
4KA;TNK;Tununak Airport;60.575500488281;-165.27200317383;14;NA;US;US-AK;Tununak
4Z7;WHD;Hyder Seaplane Base;55.903324;-130.009975;;NA;US;US-AK;Hyder
51Z;MNT;Minto Al Wright Airport;65.1437;-149.369995;460;NA;US;US-AK;Minto
57A;TKI;Tokeen Seaplane Base;55.9370994568;-133.32699585;;NA;US;US-AK;Tokeen
5A8;WKK;Aleknagik / New Airport;59.2826004028;-158.617996216;66;NA;US;US-AK;Aleknagik
5KE;WFB;Ketchikan Harbor Seaplane Base;55.349899;-131.677002;;NA;US;US-AK;Ketchikan
5NK;NNK;Naknek Airport;58.735633;-157.02216;70;NA;US;US-AK;Naknek
5Z9;BKF;Lake Brooks Seaplane Base;58.554798126221;-155.77699279785;36;NA;US;US-AK;Katmai National Park
65LA;BCS;Southern Seaplane Airport;29.866078;-90.021608;;NA;US;US-LA;Belle Chasse
6CA3;SPQ;Catalina Air-Sea Terminal Heliport;33.7491989136;-118.275001526;5;NA;US;US-CA;San Pedro
6N5;TSS;East 34th Street Heliport;40.74259948730469;-73.97209930419922;10;NA;US;US-NY;New York
6N7;QNY;New York Skyports Inc Seaplane Base;40.735061;-73.972814;;NA;US;US-NY;New York
6OK6;BWL;Earl Henry Airport;36.7958984375;-97.3170013428;1054;NA;US;US-OK;Blackwell
78K;WYB;Yes Bay Lodge Seaplane Base;55.9163017273;-131.800994873;;NA;US;US-AK;Yes Bay
78WA;CWS;Center Island Airport;48.4901008606;-122.832000732;115;NA;US;US-WA;Center Island
7KA;TEK;Tatitlek Airport;60.871449;-146.690297;62;NA;US;US-AK;Tatitlek
7NC2;DUF;Pine Island Airport;36.2535018921;-75.7884979248;16;NA;US;US-NC;Corolla
7WA5;SSW;Stuart Island Airpark;48.673379;-123.175439;10;NA;US;US-WA;Friday Harbor
82CL;FOB;Fort Bragg Airport;39.4743003845;-123.79599762;71;NA;US;US-CA;Fort Bragg
83Q;PUL;Port of Poulsbo Marina Moorage Seaplane Base;47.734001159668;-122.64700317383;0;NA;US;US-WA;Poulsbo
84CL;CCD;Century City Heliport;34.060798645;-118.417999268;473;NA;US;US-CA;Los Angeles
84K;WMK;Meyers Chuck Seaplane Base;55.7396011353;-132.255004883;0;NA;US;US-AK;Meyers Chuck
89NY;AXB;Maxson Airfield;44.312002;-75.90034;340;NA;US;US-NY;Alexandria Bay
8XS8;REE;Reese Airpark;33.590301513672;-102.03700256348;3338;NA;US;US-TX;Lubbock
90WA;WDN;Waldron Airstrip;48.7118;-123.017998;140;NA;US;US-WA;Eastsound
96Z;WWP;Whale Pass Seaplane Float Harbor Facility;56.116299;-133.121994;0;NA;US;US-AK;Whale Pass
9A3;CHU;Chuathbaluk Airport;61.579102;-159.216003;244;NA;US;US-AK;Chuathbaluk
9A8;UGS;Ugashik Airport;57.523476;-157.396344;25;NA;US;US-AK;Ugashik
9N2;PSQ;Philadelphia Seaplane Base;39.859001159668;-75.299598693848;0;NA;US;US-PA;Essington
9Z8;KLL;Levelock Airport;59.12606;-156.860906;39;NA;US;US-AK;Levelock
A23;SGW;Saginaw Seaplane Base;56.8862991333;-134.158004761;0;NA;US;US-AK;Saginaw Bay
A61;WTL;Tuntutuliak Airport;60.3353004456;-162.667007446;16;NA;US;US-AK;Tuntutuliak
A63;TWA;Twin Hills Airport;59.07559967041;-160.27299499512;82;NA;US;US-AK;Twin Hills
A79;KCQ;Chignik Lake Airport;56.2550010681;-158.774993896;50;NA;US;US-AK;Chignik Lake
AAD;AAD;Adado Airport;6.095802;46.6375;1001;AF;SO;SO-GA;Adado
ABP;ABP;Atkamba Airport;-6.06462;141.095173;150;OC;PG;PG-WPD;Atkamba Mission
ACM;ACM;Arica Airport;-2.144851;-71.758389;316;NA;CO;CO-AMA;Arica
AD-ALV;ALV;Andorra la Vella (Our Lady of Meritxell Hospital) Heliport;42.511228;1.533651;3450;EU;AD;AD-08;Escaldes-Engordany
ADC;ADC;Andakombe Airport;-7.13722222222;145.744722222;3600;OC;PG;PG-EHG;Andekombe
ADV;ADV;El Daein Airport;11.4023;26.1186;1560;AF;SD;SD-DE;El Daein
AE-0006;DJH;Jebel Ali Seaplane Base;24.988967;55.023796;0;AS;AE;AE-DU;Jebel Ali
AEE;AEE;Adareil Airport;10.053611;32.959444;1301;AF;SS;SS-23;Adar
AEK;AEK;Aseki Airport;-7.35080485552;146.19386673;4106;OC;PG;PG-MPL;Aseki
AEQ;AEQ;Ar Horqin Airport;43.87042;120.15958;1335;AS;CN;CN-15;Chifeng
AF-0005;KHT;Khost International Airport;33.284605;69.80734;4204;AS;AF;AF-KHO;Khost
AF10;URZ;Orūzgān Airport;32.9029998779;66.630897522;6725;AS;AF;AF-ORU;Orūzgān
AF11;OLR;Salerno Airport;33.3638;69.9561;3780;AS;AF;AF-KHO;Khost
AFK;AFK;Kondavattavana Tank Seaplane Base;7.284;81.644;95;AS;LK;LK-5;Ampara
AFR;AFR;Afore Airstrip;-9.142222222220001;148.390833333;2500;OC;PG;PG-NPP;
AGAF;AFT;Afutara Aerodrome;-9.19138888889;160.948611111;23;OC;SB;SB-ML;Bila
AGAR;RNA;Ulawa Airport;-9.86054358262;161.979546547;40;OC;SB;SB-MK;Arona
AGAT;ATD;Uru Harbour Airport;-8.87333;161.011002;;OC;SB;SB-ML;Atoifi
AGBA;VEV;Barakoma Airport;-7.912779808044434;156.70599365234375;;OC;SB;SB-WE;Barakoma
AGEV;GEF;Geva Airport;-7.575829982757568;156.5970001220703;;OC;SB;SB-WE;Liangia
AGG;AGG;Angoram Airport;-4.05583333333;144.073888889;75;OC;PG;PG-ESW;Angoram
AGGA;AKS;Gwaunaru'u Airport;-8.70257;160.682007;5;OC;SB;SB-ML;Auki
AGGB;BNY;Bellona/Anua Airport;-11.302222222200001;159.798333333;60;OC;SB;SB-RB;Anua
AGGC;CHY;Choiseul Bay Airport;-6.711944;156.396111;;OC;SB;SB-CH;
AGGE;BAS;Ballalae Airport;-6.990745;155.886656;5;OC;SB;SB-WE;Ballalae
AGGF;FRE;Fera/Maringe Airport;-8.1075;159.576996;;OC;SB;SB-IS;Fera Island
AGGH;HIR;Honiara International Airport;-9.428;160.054993;28;OC;SB;SB-GU;Honiara
AGGI;MBU;Babanakira Airport;-9.7475004196167;159.83900451660156;;OC;SB;SB-GU;Mbambanakira
AGGJ;AVU;Avu Avu Airport;-9.86833333333;160.410555556;25;OC;SB;SB-GU;
AGGK;IRA;Ngorangora Airport;-10.449700355500001;161.897994995;54;OC;SB;SB-MK;Kirakira
AGGL;SCZ;Santa Cruz/Graciosa Bay/Luova Airport;-10.72029972076416;165.7949981689453;18;OC;SB;SB-TE;Santa Cruz/Graciosa Bay/Luova
AGGM;MUA;Munda Airport;-8.32797;157.263;10;OC;SB;SB-WE;Munda
AGGN;GZO;Nusatupe Airport;-8.09778022766;156.863998413;13;OC;SB;SB-WE;Gizo
AGGO;MNY;Mono Airport;-7.416940212249756;155.56500244140625;;OC;SB;SB-WE;Stirling Island
AGGP;PRS;Parasi Airport;-9.641670227050781;161.4250030517578;;OC;SB;SB-ML;Parasi
AGGR;RNL;Rennell/Tingoa Airport;-11.533900260925293;160.06300354003906;;OC;SB;SB-RB;Rennell Island
AGGS;EGM;Sege Airport;-8.578889846801758;157.87600708007812;;OC;SB;SB-WE;Sege
AGGT;NNB;Santa Ana Airport;-10.847994;162.454108;3;OC;SB;SB-MK;Santa Ana Island
AGGU;RUS;Marau Airport;-9.861669540409999;160.824996948;;OC;SB;SB-GU;Marau
AGGV;VAO;Suavanao Airport;-7.585559844970703;158.7310028076172;;OC;SB;SB-IS;Suavanao
AGGY;XYA;Yandina Airport;-9.092816;159.21841;60;OC;SB;SB-CE;Yandina
AGK;AGK;Kagua Airport;-6.396388888890001;143.853611111;5350;OC;PG;PG-SHM;Kagua
AGKG;KGE;Kaghau Airport;-7.3305;157.585;30;OC;SB;SB-CH;Kagau Island
AGKU;KUE;Kukudu Airport;-8.0262;156.94783;32;OC;SB;SB-WE;Kolombangara Island
AGKW;KWS;Kwailabesi Airport;-8.360508;160.775127;52;OC;SB;SB-ML;Kwailabesi
AGL;AGL;Wanigela Airport;-9.3375;149.155555556;53;OC;PG;PG-NPP;
AGNA;NAZ;Nana Airport;-10.6758;162.2049;60;OC;SB;SB-MK;Star Harbor
AGOK;GTA;Gatokae Aerodrome;-8.738358;158.202836;70;OC;SB;SB-WE;Gatokae
AGRC;RIN;Ringi Cove Airport;-8.12639045715332;157.14300537109375;;OC;SB;SB-WE;Ringi Cove
AGRM;RBV;Ramata Airport;-8.168060302734375;157.64300537109375;;OC;SB;SB-WE;Ramata
AGTI;TLG;Tulaghi Heliport;-9.108;160.149166667;3;OC;SB;SB-CE;Tulaghi Island
AGY;AGY;Argyle Downs Airport;-16.508604;128.922485;407;OC;AU;AU-WA;Argyle Downs
AHJ;AHJ;Hongyuan Airport;32.53154;102.35224;11600;AS;CN;CN-51;Aba
AHY;AHY;Ambatolhy Airport;-20.015833333299998;45.535;340;AF;MG;MG-U;Ambatolahy
AIE;AIE;Aiome Airport;-5.145699978;144.7307003;350;OC;PG;PG-MPM;Aiome
AIH;AIH;Aiambak Airport;-7.342777777779999;141.2675;90;OC;PG;PG-WPD;Aiambak
AIP;AIC;Ailinglaplap Airok Airport;7.279422;168.8257;16;OC;MH;MH-ALL;Bigatyelang Island
AK13;CEX;Chena Hot Springs Airport;65.0518035889;-146.04699707;1195;NA;US;US-AK;Chena Hot Springs
AK26;SOL;Solomon State Field;64.5605;-164.4457;25;NA;US;US-AK;Solomon
AK33;HED;Herendeen Bay Airport;55.801399231;-160.899002075;20;NA;US;US-AK;Herendeen Bay
AK49;TWE;Taylor Airport;65.6792984009;-164.798995972;440;NA;US;US-AK;Taylor
AK56;KTH;Tikchik Lodge Seaplane Base;59.9631996155;-158.477005005;304;NA;US;US-AK;Tikchik
AK62;NKI;Naukati Bay Seaplane Base;55.849602;-133.227994;0;NA;US;US-AK;Tuxekan Island
AK71;LNI;Point Lonely Short Range Radar Site Airfield;70.911118;-153.237766;17;NA;US;US-AK;Point Lonely
AK75;CDL;Candle 2 Airport;65.907699585;-161.925994873;15;NA;US;US-AK;Candle
AK81;AOS;Amook Bay Seaplane Base;57.4715003967;-153.815002441;;NA;US;US-AK;Amook Bay
AK97;BSW;Boswell Bay Airport;60.4230995178;-146.145996094;230;NA;US;US-AK;Boswell Bay
AKM;AKM;Zakuoma Airport;10.8902777778;19.8172222222;1370;AF;TD;TD-SA;ZaKouma
AL73;TGE;Sharpe Field;32.4919013977;-85.7755966187;253;NA;US;US-AL;Tuskegee
ALZ;ALZ;Alitak Seaplane Base;56.8995018005;-154.248001099;;NA;US;US-AK;Lazy Bay
AMC;PPE;Mar de Cortés International Airport;31.351987;-113.305177;71;NA;MX;MX-SON;Puerto Peñasco
AME;AME;Alto Molocue Airport;-15.6102777778;37.6813888889;1950;AF;MZ;MZ-Q;Alto Molocue
AMF;AMF;Ama Airport;-4.10111111111;141.67;145;OC;PG;PG-ESW;
AMU;AMU;Amanab Airport;-3.586;141.214333333;1307;OC;PG;PG-SAN;Amanab
AMY;AMY;Ambatomainty Airport;-17.6866666667;45.623888888900005;1025;AF;MG;MG-M;
ANYN;INU;Nauru International Airport;-0.547458;166.919006;22;OC;NR;NR-14;Yaren District
ANZ;ANZ;Angus Downs Airport;-25.0325;132.2748;1724;OC;AU;AU-NT;Angus Downs Station
AO-0001;CTV;Catoca Airport;-9.430985;20.311478;3498;AF;AO;AO-LSU;Saurimo
AO-0005;ANL;Andulo Airport;-11.4723;16.710899;;AF;AO;AO-BIE;Andulo
AO-CNZ;CNZ;Cangamba Airport;-13.7106;19.861099;3894;AF;AO;AO-MOX;Cangamba
AO-DRC;DRC;Dirico Airport;-17.981924057006836;20.7680606842041;3504;AF;AO;AO-CCU;Dirico
AO-GGC;GGC;Lumbala Airport;-12.6398773193;22.5868206024;3510;AF;AO;AO-MOX;Lumbala
AO-KNP;KNP;Capanda Airport;-9.76937007904;15.4553194046;3366;AF;AO;AO-MAL;Capanda
AO-NDF;NDF;N'dalatando Airport;-9.280378;14.982432;2684;AF;AO;AO-CNO;N'dalatando
AOB;AOB;Annanberg Airport;-4.90416666667;144.635833333;130;OC;PG;PG-MPM;
AOD;AOD;Abou-Deïa Airport;11.4773;19.2874;1592;AF;TD;TD-SA;Abou-Deïa
APP;APP;Asapa Airport;-8.97916666667;148.103611111;1930;OC;PG;PG-NPP;
APR;APR;April River Airport;-4.67666666667;142.540138889;220;OC;PG;PG-ESW;April River
AQ-0002;QET;Troll Airfield;-71.95714;2.45257;4167;AN;AQ;AQ-U-A;Troll Station
AQY;AQY;Girdwood Airport;60.968774;-149.119792;150;NA;US;US-AK;Girdwood
AR-0005;QRF;Bragado Airport;-35.145811;-60.480294;196;SA;AR;AR-B;Bragado
AR-0007;CVI;Caleta Olivia Airport;-46.37428;-67.59409;37;SA;AR;AR-Z;Caleta Olivia
AR-0009;CNT;Charata Airport;-27.2164;-61.2103;318;SA;AR;AR-H;Charata
AR-0010;VGS;General Villegas Airport;-34.995728;-62.999725;383;SA;AR;AR-B;General Villegas
AR-0011;LMD;Los Menucos Airport;-40.817699;-68.074699;2571;SA;AR;AR-R;Los Menucos
AR-0017;VCF;Valcheta Airport;-40.7000007629;-66.1500015259;629;SA;AR;AR-R;Valcheta
AR-0346;NCJ;Sunchales Aeroclub Airport;-30.9575;-61.5283;299;SA;AR;AR-S;Sunchales
AR-0390;CPG;Carmen de Patagones Airport;-40.7781;-62.9803;131;SA;AR;AR-B;Carmen de Patagones
AR-0462;PRQ;Termal Airport;-26.753611;-60.492222;308;SA;AR;AR-H;Presidencia Roque Sáenz Peña
AR-0494;OLN;Colonia Sarmiento Airport;-45.582371;-68.999841;877;SA;AR;AR-U;Sarmiento
ARP;ARP;Aragip Airport;-9.88333333333;149.483333333;1750;OC;PG;PG-MBA;
ASZ;ASZ;Asirim Airport;-6.009722222220001;150.368611111;1050;OC;PG;PG-WBK;
ATN;ATN;Namatanai Airport;-3.6695;152.438;150;OC;PG;PG-NIK;Namatanai
ATP;ATP;Aitape Airport;-3.1436111111100002;142.346805556;10;OC;PG;PG-SAN;Aitape
AU-0081;LYT;Lady Elliot Island Airstrip;-24.1129;152.7156;20;OC;AU;AU-QLD;Lady Elliot Island
AU-0456;GYZ;Gruyere Airport;-28.034548;123.81506;1542;OC;AU;AU-WA;Gruyere Mine village
AU-0457;KQR;Karara Airport;-29.217223;116.687154;1011;OC;AU;AU-WA;Karara
AU-AGW;AGW;Agnew Airport;-12.1456;142.149369;160;OC;AU;AU-QLD;Agnew
AU-AYD;AYD;Alroy Downs Airport;-19.2908;136.078995;711;OC;AU;AU-NT;Alroy Downs
AU-BYX;BYX;Baniyala Airport;-13.1981;136.227005;20;OC;AU;AU-NT;Baniyala
AU-COB;COB;Coolibah Airport;-15.548299789428711;130.96200561523438;;OC;AU;AU-NT;Coolibah
AU-CRJ;CRJ;Coorabie Airport;-31.894399642944336;132.29600524902344;;OC;AU;AU-SA;Coorabie
AU-CRY;CRY;Carlton Hill Airport;-15.501899719238281;128.53399658203125;;OC;AU;AU-WA;Carlton Hill
AU-CSD;CSD;Cresswell Downs Airport;-17.947999954223633;135.91600036621094;;OC;AU;AU-NT;Cresswell Downs
AU-DYM;DYM;Diamantina Lakes Airport;-23.761699676513672;141.14500427246094;;OC;AU;AU-QLD;Diamantina Lakes
AU-HIS;HIS;Hayman Island Resort Seaplane Base;-20.059999465942383;148.88099670410156;;OC;AU;AU-QLD;Hayman Island
AU-HLV;HLV;Helenvale Airport;-15.685799598693848;145.21499633789062;;OC;AU;AU-QLD;Helenvale
AU-KBD;KBD;Kimberley Downs Airport;-17.39780044555664;124.3550033569336;;OC;AU;AU-WA;Kimberley Downs
AU-KGR;KGR;Kulgera Airport;-25.84280014038086;133.29200744628906;;OC;AU;AU-NT;Kulgera
AU-MYO;MYO;Camballin Airport;-18.12470054626465;124.27200317382812;;OC;AU;AU-WA;Myroodah
AU-OKB;OKB;Orchid Beach Airport;-24.959400177002;153.31500244141;71;OC;AU;AU-QLD;Orchid Beach
AU-PEP;PEP;Peppimenarti Airport;-14.144200325;130.091003418;83;OC;AU;AU-NT;Peppimenarti
AU-RDA;RDA;Rockhampton Downs Airport;-18.95330047607422;135.2010040283203;;OC;AU;AU-NT;Rockhampton Downs
AU-SSK;SSK;Sturt Creek Airport;-19.166400909423828;128.1739959716797;;OC;AU;AU-WA;Sturt Creek
AU-SWB;SWB;Shaw River Airport;-21.510299682617188;119.36199951171875;;OC;AU;AU-WA;Shaw River
AU-TPR;TPR;Tom Price Airport;-22.746000289900003;117.869003296;2300;OC;AU;AU-WA;Tom Price
AU-TWP;TWP;Torwood Airport;-17.363300323486328;143.75;;OC;AU;AU-QLD;Torwood
AU-ZVG;ZVG;Springvale Airport;-17.78689956665039;127.66999816894531;;OC;AU;AU-WA;Springvale
AUI;AUI;Aua Island Airport;-1.46055555556;143.064722222;4;OC;PG;PG-MRL;Aua Island
AUJ;AUJ;Ambunti Airport;-4.21566666667;142.823166667;50;OC;PG;PG-ESW;Ambunti
AUP;AUP;Agaun Airport;-9.930833;149.385667;3200;OC;PG;PG-MBA;
AUV;AUV;Aumo Airport;-5.731111111110001;148.445277778;450;OC;PG;PG-WBK;Aumo
AWE;AWE;Alowe Airport;-0.545;9.444;600;AF;GA;GA-3;Wonga Wongué Presidential Reserve
AXF;AXF;Alxa Left Banner Bayanhot Airport;38.74831;105.58858;4560;AS;CN;CN-15;Bayanhot
AXO;AXO;Pantar Airport;-8.24638;124.21971;18;AS;ID;ID-NT;Alor Island
AYAQ;KPM;Kompiam Airport;-5.38166666667;143.924722222;5100;OC;PG;PG-EPW;
AYBK;BUA;Buka Airport;-5.4223198890686035;154.67300415039062;11;OC;PG;PG-NSB;Buka Island
AYBR;BRP;Biaru Airport;-7.6693;146.7594;4900;OC;PG;PG-MPL;Biaru
AYCH;CMU;Chimbu Airport;-6.024290084838867;144.9709930419922;4974;OC;PG;PG-CPK;Kundiawa
AYDK;MDM;Munduku Airport;-4.6204;143.4516;100;OC;PG;PG-ESW;Munduku
AYDL;KPF;Kondobol Airport;-8.5336;142.5049;132;OC;PG;PG-WPD;Kondobol
AYDN;DNU;Dinangat Airport;-6.1546;146.6772;5309;OC;PG;PG-MPL;Dinangat
AYDO;DOI;Doini Airport;-10.7009;150.7218;31;OC;PG;PG-MBA;Castori Islets
AYDU;DAU;Daru Airport;-9.08675956726;143.207992554;20;OC;PG;PG-WPD;Daru
AYEB;EMS;Embessa Airport;-9.447;148.7628;131;OC;PG;PG-NPP;Embessa
AYED;XYR;Edwaki Airport;-3.883986;141.792234;190;OC;PG;PG-SAN;Yellow River Mission
AYEL;EPT;Eliptamin Airport;-5.0412;141.6779;4825;OC;PG;PG-SAN;Eliptamin
AYEN;EGA;Engati Airstrip;-6.9179;146.1053;3715;OC;PG;PG-MPL;Engati
AYEO;EMO;Emo River Airstrip;-9.1234;148.0415;2240;OC;PG;PG-NPP;Emo Mission
AYER;ERU;Erume Airport;-8.2538;146.9747;6690;OC;PG;PG-CPM;Erume
AYES;MFZ;Meselia Airport;-6.1364;149.1183;180;OC;PG;PG-WBK;Demgulu
AYFE;FRQ;Feramin Airport;-5.208;141.6988;4655;OC;PG;PG-SAN;Feramin
AYFR;FAQ;Frieda River Airport;-4.610468;141.960138;217;OC;PG;PG-ESW;Frieda River
AYFU;FUM;Fuma Airport;-6.3933;142.4408;466;OC;PG;PG-WPD;Fuma
AYGA;GKA;Goroka Airport;-6.081689834590001;145.391998291;5282;OC;PG;PG-EHG;Goronka
AYGF;GUG;Guari Airport;-8.1286;146.8722;6450;OC;PG;PG-CPM;Guari
AYGG;GRL;Garasa Airport;-7.980713;147.213461;2539;OC;PG;PG-MPL;Au
AYGN;GUR;Gurney Airport;-10.3114995956;150.333999634;88;OC;PG;PG-MBA;Gurney
AYGP;GAP;Gusap Airport;-6.053196;145.959047;1504;OC;PG;PG-MPL;Gusap
AYGR;PNP;Girua Airport;-8.80453968048;148.309005737;311;OC;PG;PG-NPP;Popondetta
AYGS;GBC;Gasuke Airport;-6.1028;141.7393;157;OC;PG;PG-WPD;Gasuke
AYHB;HBD;Habi Airport;-6.32;142.4893;993;OC;PG;PG-WPD;Habi
AYHE;HNI;Heiweni Airport;-7.4223;146.4276;3480;OC;PG;PG-MPL;Heiweni
AYHH;HNN;Honinabi Airport;-6.2457;142.1771;452;OC;PG;PG-WPD;Honinabi
AYHK;HKN;Hoskins Airport;-5.463846;150.407327;66;OC;PG;PG-WBK;Kimbe
AYHO;HIT;Haivaro Airport;-6.9406;143.059;180;OC;PG;PG-GPK;Haivaro
AYII;IMN;Imane Airport;-6.7524;146.1072;3860;OC;PG;PG-MPL;Imane
AYIM;KGM;Kungim Airport;-5.671;141.03;349;OC;PG;PG-WPD;Kungim
AYIO;IMD;Imonda Airport;-3.328;141.1573;990;OC;PG;PG-SAN;Imonda
AYIQ;KIE;Aropa Airport;-6.305417;155.728139;20;OC;PG;PG-NSB;Kieta
AYIU;IAL;Ialibu Airport;-6.2782;143.9944;6736;OC;PG;PG-SHM;Ialibu
AYIX;WIU;Witu Airport;-4.689522;149.440112;25;OC;PG;PG-WBK;Garove Island
AYJO;KGH;Yongai Airport;-8.5289;147.4603;6500;OC;PG;PG-CPM;Yongai
AYKA;LSA;Losuia Airport;-8.505820274353027;151.08099365234375;27;OC;PG;PG-MBA;Losuia
AYKG;KPA;Kopiago Airport;-5.3883;142.4977;4445;OC;PG;PG-HE;Kopiago
AYKI;UNG;Kiunga Airport;-6.1257100105285645;141.28199768066406;88;OC;PG;PG-WPD;Kiunga
AYKJ;KNE;Kanainj Airport;-5.2903;144.7072;4064;OC;PG;PG-MPM;Kanainj
AYKK;KRI;Kikori Airport;-7.424379825592041;144.2500762939453;50;OC;PG;PG-GPK;Kikori
AYKM;KMA;Kerema Airport;-7.96361017227;145.770996094;10;OC;PG;PG-GPK;Kerema
AYKR;KRX;Kar Kar Airport;-4.557;145.9404;130;OC;PG;PG-MPM;Kar Kar Island
AYKU;KUQ;Kuri Airport;-7.135083;143.276111;35;OC;PG;PG-GPK;Kuri
AYKV;KVG;Kavieng Airport;-2.57940006256;150.807998657;7;OC;PG;PG-NIK;Kavieng
AYKY;LNV;Londolovit Airport;-3.04361009598;152.628997803;167;OC;PG;PG-NIK;Londolovit
AYLB;LAB;Lab Lab Airport;-5.7204;148.0566;160;OC;PG;PG-MPL;Lab Lab Mission
AYLO;LWI;Lowai Airport;-6.3344;146.6458;2900;OC;PG;PG-MPL;Lowai
AYLP;LPN;Leron Plains Airport;-6.3917;146.3434;680;OC;PG;PG-MPL;Leron Plains
AYLS;LNG;Lese Airport;-8.2799;146.2765;40;OC;PG;PG-GPK;Lese
AYLX;LSJ;Long Island Airport;-5.3604;147.0177;116;OC;PG;PG-MPM;Long Island
AYM;AYM;Yas Island Seaplane Base;24.467;54.6103;0;AS;AE;AE-AZ;Abu Dhabi
AYMA;MRM;Manari Airport;-9.1908;147.6219;2630;OC;PG;PG-CPM;Manari
AYMB;OBM;Morobe Airport;-7.74;147.59;8;OC;PG;PG-MPL;Morobe
AYMD;MAG;Madang Airport;-5.20707988739;145.789001465;20;OC;PG;PG-MPM;Madang
AYMH;HGU;Mount Hagen Kagamuga Airport;-5.826789855957031;144.29600524902344;5388;OC;PG;PG-WHM;Mount Hagen
AYML;GUV;Mougulu Airport;-6.280859;142.420775;825;OC;PG;PG-WPD;Mougulu
AYMN;MDU;Mendi Airport;-6.14774;143.656998;5680;OC;PG;PG-SHM;Mendi
AYMO;MAS;Momote Airport;-2.06189;147.423996;12;OC;PG;PG-MRL;Manus Island
AYMR;MXH;Moro Airport;-6.36332988739;143.238006592;2740;OC;PG;PG-SHM;Moro
AYMS;MIS;Misima Island Airport;-10.689200401299999;152.837997437;26;OC;PG;PG-MBA;Misima Island
AYMW;MWG;Marawaka Airport;-6.9736;145.8849;6050;OC;PG;PG-EHG;Marawaka
AYNA;NKN;Nankina Airport;-5.837;146.4533;5800;OC;PG;PG-MPM;Gwarawon
AYNE;GBF;Negarbo(Negabo) Airport;-6.567778;144.703058;4500;OC;PG;PG-CPK;Negarbo
AYNG;MFO;Manguna Airport;-5.577778;151.792333;187;OC;PG;PG-EBR;Manguna
AYNM;KSB;Kasonombe Airport;-6.3819;146.9859;5800;OC;PG;PG-MPL;Kasonombe
